t,temp
2005-01-25,22.80045455
2005-01-26,22.93690083
2005-01-27,23.4666281
2005-01-28,23.31884298
2005-01-29,23.09461983
2005-01-30,22.70180165
2005-01-31,22.08310744
2005-02-01,21.8782314
2005-02-02,21.82965289
2005-02-03,21.69093388
2005-02-04,23.09249587
2005-02-05,22.77170248
2005-02-06,22.90242975
2005-02-07,23.10868595
2005-02-08,23.19233884
2005-02-09,22.57103306
2005-02-10,22.41764463
2005-02-11,21.85038843
2005-02-12,21.79828926
2005-02-13,22.09573554
2005-02-14,21.27691736
2005-02-15,21.53190083
2005-02-16,22.25226446
2005-02-17,22.55971901
2005-02-18,23.14034711
2005-02-19,22.85922314
2005-02-20,22.4966281
2005-02-21,22.56678512
2005-02-22,22.88802479
2005-02-23,23.56812397
2005-02-24,23.54734711
2005-02-25,23.45133058
2005-02-26,22.97803306
2005-02-27,23.72324793
2005-02-28,22.53326446
2005-03-01,22.42257025
2005-03-02,23.72020661
2005-03-03,22.9054876
2005-03-04,22.95029752
2005-03-05,24.0872562
2005-03-06,23.30658678
2005-03-07,23.41116529
2005-03-08,23.06480165
2005-03-09,22.75956198
2005-03-10,23.11340496
2005-03-11,22.66641322
2005-03-12,22.38675207
2005-03-13,22.90895041
2005-03-14,23.84794215
2005-03-15,24.46826446
2005-03-16,24.27632231
2005-03-17,23.83659504
2005-03-18,23.80309917
2005-03-19,23.71971901
2005-03-20,23.81244628
2005-03-21,23.86291736
2005-03-22,24.04954545
2005-03-23,23.92778512
2005-03-24,24.11830579
2005-03-25,25.27856198
2005-03-26,25.2627438
2005-03-27,25.34971901
2005-03-28,25.07809091
2005-03-29,24.39891736
2005-03-30,24.50081818
2005-03-31,24.9861405
2005-04-01,24.99038017
2005-04-02,23.91678512
2005-04-03,22.9097438
2005-04-04,22.95415702
2005-04-05,22.949
2005-04-06,23.20661157
2005-04-07,23.40479339
2005-04-08,25.07335537
2005-04-09,25.20690909
2005-04-10,25.22252893
2005-04-11,25.29022314
2005-04-12,25.50414876
2005-04-13,25.61282645
2005-04-14,25.53605785
2005-04-15,25.34863636
2005-04-16,24.85567769
2005-04-17,24.35323967
2005-04-18,24.21417355
2005-04-19,24.10934711
2005-04-20,24.14620661
2005-04-21,24.40134711
2005-04-22,24.34086777
2005-04-23,24.85522314
2005-04-24,25.09398347
2005-04-25,24.92404132
2005-04-26,24.32016529
2005-04-27,24.37155372
2005-04-28,25.33361983
2005-04-29,25.59459504
2005-04-30,25.80880165
2005-05-01,25.8722314
2005-05-02,25.8973719
2005-05-03,26.2407686
2005-05-04,26.26431405
2005-05-05,26.44761983
2005-05-06,26.13690909
2005-05-07,26.00399174
2005-05-08,25.73044628
2005-05-09,25.50765289
2005-05-10,25.47976033
2005-05-11,25.41732231
2005-05-12,25.43090909
2005-05-13,25.5518595
2005-05-14,25.95150413
2005-05-15,26.01304959
2005-05-16,26.18598347
2005-05-17,26.19760331
2005-05-18,26.26778512
2005-05-19,26.46212397
2005-05-20,26.82181818
2005-05-21,27.03231405
2005-05-22,28.1643719
2005-05-23,27.95428099
2005-05-24,28.0873719
2005-05-25,28.38484298
2005-05-26,28.6641157
2005-05-27,29.0791405
2005-05-28,29.43542975
2005-05-29,29.40590909
2005-05-30,29.78131405
2005-05-31,29.61716529
2005-06-01,29.45468595
2005-06-02,29.08050413
2005-06-03,28.88034711
2005-06-04,27.44730579
2005-06-05,27.53693388
2005-06-06,27.37416529
2005-06-07,27.42745455
2005-06-08,27.61130579
2005-06-09,27.6117438
2005-06-10,27.29234711
2005-06-11,27.78555372
2005-06-12,28.24293388
2005-06-13,29.05792562
2005-06-14,29.24695868
2005-06-15,29.56861157
2005-06-16,30.24424793
2005-06-17,30.15903306
2005-06-18,30.1956281
2005-06-19,30.00916529
2005-06-20,29.53780165
2005-06-21,29.03378512
2005-06-22,28.56135537
2005-06-23,28.55419008
2005-06-24,28.70393388
2005-06-25,29.04657025
2005-06-26,29.39980165
2005-06-27,29.55170248
2005-06-28,29.41646281
2005-06-29,28.61282645
2005-06-30,29.82334711
2005-07-01,30.54294215
2005-07-02,30.24970248
2005-07-03,30.44949587
2005-07-04,30.69715702
2005-07-05,30.76098347
2005-07-06,30.75097521
2005-07-07,30.98167769
2005-07-08,30.23604132
2005-07-09,29.31361157
2005-07-10,28.7048595
2005-07-11,29.27752066
2005-07-12,29.17321488
2005-07-13,28.99405785
2005-07-14,29.18808264
2005-07-15,29.60138017
2005-07-16,29.83371074
2005-07-17,29.44650413
2005-07-18,29.33740496
2005-07-19,29.54909091
2005-07-20,29.54595868
2005-07-21,29.43196694
2005-07-22,29.44727273
2005-07-23,29.6047686
2005-07-24,30.50066942
2005-07-25,30.72572727
2005-07-26,31.03279339
2005-07-27,31.18323967
2005-07-28,31.33132231
2005-07-29,31.95104132
2005-07-30,31.69421488
2005-07-31,31.11356198
2005-08-01,31.01077686
2005-08-02,31.39185124
2005-08-03,31.86528926
2005-08-04,32.21194215
2005-08-05,32.18972727
2005-08-06,32.13770248
2005-08-07,31.91982645
2005-08-08,31.02197521
2005-08-09,31.25104132
2005-08-10,31.50797521
2005-08-11,31.60304132
2005-08-12,31.55047934
2005-08-13,31.52047107
2005-08-14,31.59695041
2005-08-15,31.32706612
2005-08-16,31.34564463
2005-08-17,31.42439669
2005-08-18,31.69004132
2005-08-19,31.79319835
2005-08-20,31.61105785
2005-08-21,31.35745455
2005-08-22,31.99390083
2005-08-23,31.75946281
2005-08-24,31.50749587
2005-08-25,31.37529752
2005-08-26,30.45289256
2005-08-27,29.35852066
2005-08-28,29.22352066
2005-08-29,30.02463636
2005-08-30,30.3854876
2005-08-31,30.19206612
2005-09-01,30.27853719
2005-09-02,30.4308843
2005-09-03,30.51438843
2005-09-04,30.46076033
2005-09-05,29.66971901
2005-09-06,29.85028099
2005-09-07,29.96209091
2005-09-08,30.00145455
2005-09-09,29.71141322
2005-09-10,29.33066116
2005-09-11,28.93203306
2005-09-12,29.21183471
2005-09-13,29.39991736
2005-09-14,29.84726446
2005-09-15,30.11827273
2005-09-16,30.36520661
2005-09-17,30.80926446
2005-09-18,30.16726446
2005-09-19,30.25085124
2005-09-20,29.95144628
2005-09-21,29.91923967
2005-09-22,28.52678512
2005-09-23,28.44066942
2005-09-24,28.35360331
2005-09-25,28.3792562
2005-09-26,28.49857025
2005-09-27,28.8653719
2005-09-28,29.27028926
2005-09-29,29.46384298
2005-09-30,29.36083471
2005-10-01,29.34052066
2005-10-02,29.19032231
2005-10-03,28.77515702
2005-10-04,29.07797521
2005-10-05,29.23769421
2005-10-06,29.41195868
2005-10-07,28.9873719
2005-10-08,28.80626446
2005-10-09,29.08631405
2005-10-10,29.19032231
2005-10-11,29.31254545
2005-10-12,29.39657851
2005-10-13,29.18302479
2005-10-14,29.03256198
2005-10-15,29.05976033
2005-10-16,28.81197521
2005-10-17,28.12357851
2005-10-18,27.95453719
2005-10-19,27.88810744
2005-10-20,28.18667769
2005-10-21,27.77357025
2005-10-22,27.87296694
2005-10-23,28.3333719
2005-10-24,27.95853719
2005-10-25,27.91697521
2005-10-26,27.79395868
2005-10-27,27.85154545
2005-10-28,27.76936364
2005-10-29,27.11932231
2005-10-30,26.86664463
2005-10-31,26.69330579
2005-11-01,26.3338595
2005-11-02,25.89703306
2005-11-03,25.92119008
2005-11-04,25.94901653
2005-11-05,26.40084298
2005-11-06,26.47453719
2005-11-07,26.40787603
2005-11-08,26.4121405
2005-11-09,26.15443802
2005-11-10,25.67252066
2005-11-11,25.56216529
2005-11-12,25.21467769
2005-11-13,25.29453719
2005-11-14,25.70793388
2005-11-15,25.83757025
2005-11-16,26.16461157
2005-11-17,26.18615702
2005-11-18,25.87776033
2005-11-19,25.79826446
2005-11-20,25.81085124
2005-11-21,25.79585124
2005-11-22,25.09095041
2005-11-23,25.28228926
2005-11-24,24.94752066
2005-11-25,25.17839669
2005-11-26,25.29401653
2005-11-27,25.15079339
2005-11-28,25.01679339
2005-11-29,25.08893388
2005-11-30,25.00426446
2005-12-01,25.63677686
2005-12-02,25.18370248
2005-12-03,25.32033884
2005-12-04,25.25529752
2005-12-05,25.00917355
2005-12-06,24.68015702
2005-12-07,24.32041322
2005-12-08,24.73413223
2005-12-09,25.0262314
